,Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
6149,443,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda/aluguel,oferecendo serviço ,1,,,,,,"costureira, engomadeira, lavadeira, cozinheira",nação,F,15,preta,escrava,"Beco do Carmo, 9 ",,"Vende-se ou aluga-se, no beco do Carmo n. 9, huma preta de nação, de 15 anos de idade, que cose, engoma, lava e cozinha. ",,,,,,,,,,,,,,,,
6150,444,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda,oferecendo serviço ,1,,,,,,cunhador,,M,22,preto,escravo,"Largo da Sé, 5 ",,"Vende-se, no largo da Sé n. 5, hum preto de elegante figura, de 22 a 24 annos de idade, peritimo official de cabouqueiro de toda a obra, e perfeito cunhador; affiança-se não ter vícios nem molestias de qualidade alguma, e a razão de sua venda se dirá ao comprador ",,,,,,,,,,,,,,,,
6151,445,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda,oferecendo serviço ,1,,,,,,pajem,crioulo ,M,18,,escravo,"Ponte das Barcas, praia de Dom Manoel",,"Vende-se hum escravo crioulo, de 18 a 19 annos de idade, sem vicio algum, muito serviçal, e proprio para pagem, quem o pretemder dirija-se à  ponte das barcas, praia de D. Manoel, a tratar com o cobrador, que lhe dirá o motivo da venda",,,,,,,,,,,,,,,,
6152,446,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,aluguel ,procurando serviço,1,,,,,,,,M,,,,"Rua da Quitanda, 12",,"Precisa-se alugar um preto ou moleque para todo o serviço, e que entenda de cozinha, na rua da Quitanda n. 12",,,,,,,,,,,,,,,,
6153,447,Jornal do Commercio,86,3,http://memoria.bn.br/docreader/364568_03/343,31-Mar-1840,venda,oferecendo serviço,2,,,Alexandre Joaquim de Sequeira Lopes,M,,"indefinido, ama de leite",,M/F,,,escravo,"Rua do Hospício, 53",,"Leilão na Rua do Hospício n. 53, por ordem do Sr Alexandre Joaquim de Sequeira Lopes, que se retirou para Portugal na galera Hannibal, etc. A Lawrie e C. fará leilão, 5ª feira 2 de abril, na casa mencionada, de toda mobilha desta casa, constando de hum rico piano inglez, cadeiras de jacarandá, sofás, aparadores, mesas de sofá, ditas de jantar em 3 peças, cama franceza, marquezas de palhinha, huma rica secretaria de mogno, hum berço com um rico cortinado, hum quadro com retrato de S. M o Senhor D. Pedro II, hum dito da Imperatriz Amélia, etc; huma porção de prata, entre ella um faqueiro, dous pares de castiçaes, salvas, etc.; dous pares de mangas ricamente lapidadas, galheteiros, louça, banheira, etc.; hum  moleque, huma escrava ama de leite, e diversos outros objectos, o que tudo será vendido por todo o preço, visto a retirada do mesmo senhor",,,,,,,,,,,,,,,,
6154,448,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda,oferecendo serviço ,1,,,,,,alfaiate,,M,18,padro,escravo,"Rua do Livramento, 132",,"Vende-se hum pardinho de 18 annos, official de alfaiate, sem vicios nem molestias; o motivo da venda n desagradará ao comprador : na rua do Livramento n. 132",,,,,,,,,,,,,,,,
6155,449,Jornal do Commercio,86,3,http://memoria.bn.br/docreader/364568_03/343,31-Mar-1840,aluguel ,oferecendo serviço,2,,,,,,"lavadeira, costureira, engomadeira, cozinheira, enfermeira",,F,indefinido/ 12,parda,escrava,"Rua do Ouvidor, 122",,"Aluga-se huma parda, conjuctamente com huma filha de 12 anos, sabendo a mãi lavar, coser, engommar, pregar huma senhora, cozinhar perfeitamente de forno e fogão, he optmia enfermeira, etc., etc.; e tambem, junto ou separado, hum pardinho, optimo pagem, comprador, boleia mui bem, apezar de ser de 12 annos; huma preta perita lavadeira, e serve o ordinario de huma casa, e hum preto para todo o serviço grosseiro de huma casa, e he carregador de café: dirija-se á rua do Ouvidor n. 122, das 2 horas da tarde em diante. ",,,,,,,,,,,,,,,,
6156,450,Jornal do Commercio,86,3,http://memoria.bn.br/docreader/364568_03/343,31-Mar-1840,aluguel ,oferecendo serviço,1,,,,,,pajem,,M,12,pardo,escravo,"Rua do Ouvidor, 122",,"Aluga-se huma parda, conjuctamente com huma filha de 12 anos, sabendo a mãi lavar, coser, engommar, pregar huma senhora, cozinhar perfeitamente de forno e fogão, he optmia enfermeira, etc., etc.; e tambem, junto ou separado, hum pardinho, optimo pagem, comprador, boleia mui bem, apezar de ser de 12 annos; huma preta perita lavadeira, e serve o ordinario de huma casa, e hum preto para todo o serviço grosseiro de huma casa, e he carregador de café: dirija-se á rua do Ouvidor n. 122, das 2 horas da tarde em diante. ",,,,,,,,,,,,,,,,
6157,451,Jornal do Commercio,86,3,http://memoria.bn.br/docreader/364568_03/343,31-Mar-1840,aluguel ,oferecendo serviço,1,,,,,,lavadeira,,F,,preta,escrava,"Rua do Ouvidor, 122",,"Aluga-se huma parda, conjuctamente com huma filha de 12 anos, sabendo a mãi lavar, coser, engommar, pregar huma senhora, cozinhar perfeitamente de forno e fogão, he optmia enfermeira, etc., etc.; e tambem, junto ou separado, hum pardinho, optimo pagem, comprador, boleia mui bem, apezar de ser de 12 annos; huma preta perita lavadeira, e serve o ordinario de huma casa, e hum preto para todo o serviço grosseiro de huma casa, e he carregador de café: dirija-se á rua do Ouvidor n. 122, das 2 horas da tarde em diante. ",,,,,,,,,,,,,,,,
6158,452,Jornal do Commercio,86,3,http://memoria.bn.br/docreader/364568_03/343,31-Mar-1840,aluguel ,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua do Ouvidor, 122",,"Aluga-se huma parda, conjuctamente com huma filha de 12 anos, sabendo a mãi lavar, coser, engommar, pregar huma senhora, cozinhar perfeitamente de forno e fogão, he optmia enfermeira, etc., etc.; e tambem, junto ou separado, hum pardinho, optimo pagem, comprador, boleia mui bem, apezar de ser de 12 annos; huma preta perita lavadeira, e serve o ordinario de huma casa, e hum preto para todo o serviço grosseiro de huma casa, e he carregador de café: dirija-se á rua do Ouvidor n. 122, das 2 horas da tarde em diante. ",,,,,,,,,,,,,,,,
6159,453,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda/aluguel,oferecendo serviço ,1,,,,,,"cozinheira, lavadeira, engomadeira",,F,,preta,escrava,"Rua do Rosário, 97, armazém ",,"Aluga-se ou vende-se huma preta moça, sabendo bem cozinhar, lavar, engommar liso, e todo o mais serviço de huma casa com perfeição, na rua do Rosário n. 97, armazém. ",,,,,,,,,,,,,,,,
6160,454,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,aluguel ,oferecendo serviço ,1,,,,,,"engomadeira, costureira, cozinheira",,F,,parda,escrava,"Rua do Valongo, 21",,"Aluga-se huma pardinha que sabe engomar, coser, bordar e cozinhar, menos lavar de qualquer forma, e não ha de sahir á rua; na rua do Valongo, n. 21. ",,,,,,,,,,,,,,,,
6161,455,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda,oferecendo serviço ,1,,,,,,,,F,,preta,escrava,"Rua dos Latoeiros, 77",,"Aluga-se huma preta, na rua dos Latoeiros n. 77",,,,,,,,,,,,,,,,
6162,456,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda,oferecendo serviço ,2,,,,,,lavadeira,,F,,preta,escrava,"Rua dos Latoeiros, 79 A",,"Vende-se hum preto cozinheiro de fogão e forno, que faz pudins e todas as massas, desossa aves, o que se affiança, hum preto de roça, duas pretas lavadeiras, que também vendem quitanda; huma negrinha de 14 anos, hum barbeiro, dentista, sangrador e amolador, na rua dos Latoeiros n. 79 A.",,,,,,,,,,,,,,,,
6163,457,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda,oferecendo serviço ,1,,,,,,cozinheiro,,M,,preto,escravo,"Rua dos Latoeiros, 79 A",,"Vende-se hum preto cozinheiro de fogão e forno, que faz pudins e todas as massas, desossa aves, o que se affiança, hum preto de roça, duas pretas lavadeiras, que também vendem quitanda; huma negrinha de 14 anos, hum barbeiro, dentista, sangrador e amolador, na rua dos Latoeiros n. 79 A. ",,,,,,,,,,,,,,,,
6164,458,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda,oferecendo serviço ,1,,,,,,roceiro,,M,,preto,escravo,"Rua dos Latoeiros, 79 A",,"Vende-se hum preto cozinheiro de fogão e forno, que faz pudins e todas as massas, desossa aves, o que se affiança, hum preto de roça, duas pretas lavadeiras, que também vendem quitanda; huma negrinha de 14 anos, hum barbeiro, dentista, sangrador e amolador, na rua dos Latoeiros n. 79 A. ",,,,,,,,,,,,,,,,
6165,459,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda,oferecendo serviço ,1,,,,,,,,F,14,,escrava,"Rua dos Latoeiros, 79 A",,"Vende-se hum preto cozinheiro de fogão e forno, que faz pudins e todas as massas, desossa aves, o que se affiança, hum preto de roça, duas pretas lavadeiras, que também vendem quitanda; huma negrinha de 14 anos, hum barbeiro, dentista, sangrador e amolador, na rua dos Latoeiros n. 79 A.",,,,,,,,,,,,,,,,
6166,460,Jornal do Commercio,86,4,http://memoria.bn.br/docreader/364568_03/344,31-Mar-1840,venda,oferecendo serviço ,1,,,,,,"barbeiro, sangrador, dentista, amolador",,M,,,escravo,"Rua dos Latoeiros, 79 A",,"Vende-se hum preto cozinheiro de fogão e forno, que faz pudins e todas as massas, desossa aves, o que se affiança, hum preto de roça, duas pretas lavadeiras, que também vendem quitanda; huma negrinha de 14 anos, hum barbeiro, dentista, sangrador e amolador, na rua dos Latoeiros n. 79 A. ",,,,,,,,,,,,,,,,
6167,461,Jornal do Commercio,86,3,http://memoria.bn.br/docreader/364568_03/343,31-Mar-1840,venda,oferecendo serviço,1,,,,,,carregador de café,,M,,preto,escravo,"Rua São José, 77, 1º andar",,"Vende-se hum bonito preto reforçado, proprio para carregar café ou outro qualquer serviço, e huma mocamba recolhida que cose, engoma, lava e cozinha, na Rua S. José n. 77, 1ºandar.",,,,,,,,,,,,,,,,
6168,462,Jornal do Commercio,86,3,http://memoria.bn.br/docreader/364568_03/343,31-Mar-1840,venda,oferecendo serviço,1,,,,,,"mocamba, lavadeira, engomadeira, costureira, cozinheira",,F,,,escrava,"Rua São José, 77, 1º andar",,"Vende-se hum bonito preto reforçado, proprio para carregar café ou outro qualquer serviço, e huma mocamba recolhida que cose, engoma, lava e cozinha, na Rua S. José n. 77, 1ºandar.",,,,,,,,,,,,,,,,
6169,1,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,"venda
",oferecendo serviço,>1,,,Jh.Bouis,M,,,,M/F,,,escravos,,,"Jh. BOUIS fará leilão, sexta-feira 3 de abril, de huma grande porção de escravos de ambos os sexos, com officios e sem elles, os quaes seráo arrematados com condições de saude e boa venda.",,,,,,,,,,,,,,,,
6170,2,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,"venda
",oferecendo serviço,1,,,,,remador,,,M,,preto,escravo,"Rua de São José, 77, 1 andar",,"VENDE-SE hum preto perfeito remador de falúa, e também governa; na rua de S. José n. 77, 1 andar,",,,,,,,,,,,,,,,,
6171,3,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,venda,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua de Dom Manoel, 44",,"VENDE-SE hum preto rapaz, bonita figura, próprio para qualquer armazém de café, e sabe remar tanto de barco como de fálua; também se vende huma preta mocamba recolhida, de idade 16 annos, que sabe coser, lavar e cozinhar o ordinario: quem os ditos quizer comprar dirija-se á rua de D. Manoel n. 44",,,,,,,,,,,,,,,,
6172,4,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,16,preta,escravo,"Rua de Dom Manoel, 44",,"VENDE-SE hum preto rapaz, bonita figura, próprio para qualquer armazém de café, e sabe remar tanto de barco como de fálua; também se vende huma preta mocamba recolhida, de idade 16 annos, que sabe coser, lavar e cozinhar o ordinario: quem os ditos quizer comprar dirija-se á rua de D. Manoel n. 44",,,,,,,,,,,,,,,,
6173,5,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,aluguel,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua do Cano, 29",,"ALUGA-SE hum preto, na rua do Cano n. 29",,,,,,,,,,,,,,,,
6174,6,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,aluguel,oferecendo serviço,1,,,,,criada,,,F,,preta,escravo,"Rua de Dom Manoel, 20 A",,"ALUGA-SE, na rua de D. Manoel n. 20 A, huma preta para o serviço de portas a dentro, a qual sabe lavar, engommar, coser e cozinhar o ordinario de huma casa.",,,,,,,,,,,,,,,,
6175,7,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,fuga,procurando serviço,1,200,,,,,Rosa,Cabinda,F,13,preta,,"Rua das Violas, 103",,"200$000 RS. de GRATIFICAÇÃO. Fugio ou foi seduzida, da rua das Violas n. 103, no dia 22 de janeiro p. p., huma negrinha de nome Rosa, nação Cabinda, idade de 13 para 14 annos, com os signaes seguintes: altura regular, cheia do corpo, barriga alta, que parece andar prenhe de 2 mezes, côr retinta, testa alta, pende para hum dos lados com a cabeça quando está fallando; quem della der notícia, ou a levar á rua acima, ou á rua do Rosário n. 51, receberá a quantia acima mencionada",,,,,,,,,,,,,,,,
6176,8,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,fuga,procurando serviço,1,,,,,,,,M,20,preto,,"Rua do Livramento, 58",,"Fugio, no dia 23 de março de 1840, hum moleque de idade de 20 annos, de côr retinta, tendo ao pé do olho huma marca de junco; levou vestido humas calças de riscado trançado, e camisa do mesmo: quem o apprehender e levar á rua nova do Livramento n. 58, será bem gratificado.",,,,,,,,,,,,,,,,
6177,9,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, costureira",,,F,,preta,,"Rua da Prainha, 89",,"ALUGA-SE, na rua da Prainha n. 89, huma preta recolhida, sabendo bem lavar, coser, eengommar; e outra de portas a fôra, sabendo cozinhar, lavar e engommar",,,,,,,,,,,,,,,,
6178,10,Jornal do Commercio,87,4,http://memoria.bn.br/DocReader/364568_03/348,1-Apr-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,,"Rua da Quitanda, 12",,"PRECISA-SE alugar hum preto ou moleque para todo o serviço, e que entenda de cozinha; na rua da Quitanda n. 12.",,,,,,,,,,,,,,,,
6179,11,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,venda,oferecendo serviço,>1,,,Jh.Bouis,M,,,,M/F,,,escravos,"Rua do Ouvidor, 90",,"Jh.Bouis fará leilao, sexta feira, na sua casa, rua do Ouvidor n. 90, de huma grande quantidade de escravos de ambos os sexos, com officios e sem elles, com condição de saude e boas vendas.
",,,,,,,,,,,,,,,,
6180,12,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,parda,,"Rua do Ouvidor, 122",,"ALUGÃO-SE, para casas respeitáveis, os seguintes escravos, affiançando-se as qualidades aqui annunciadas: huma parda ama de leite, com hum filho de 11 mezes, sabendo coser, cortar vestidos, pentear e pregar huma senhora, cozinhar, lavar e engommar, e todo o mais serviço domestico, he fiel e mui carinhosa para crianças: huma parda optima cozinheira de forno e fogão, costureira, engommadeira, e para todo o serviço domestico, he perita; adverte-se que se alugará com huma filha de 12 annos: hum pardinho de 12 annos, bom pagem, comprador, bolêa muito bem, apezar da idade, he muito vivo e intelligente para comprar, etc.; e hum preto fiel e humilde, para todo o serviço grosseiro de huma casa: pertencem estes escravos a huma pessoa que se retira para fôra por algum tempo; trata se na rua do Ouvidor n. 122, a toda hora.",,,,,,,,,,,,,,,,
6181,13,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,aluguel,oferecendo serviço,1,,,,,"costureira, cozinheira, engomadeira e todo o serviço doméstico",,,F,,parda,,"Rua do Ouvidor, 122",,"ALUGÃO-SE, para casas respeitáveis, os seguintes escravos, affiançando-se as qualidades aqui annunciadas: huma parda ama de leite, com hum filho de 11 mezes, sabendo coser, cortar vestidos, pentear e pregar huma senhora, cozinhar, lavar e engommar, e todo o mais serviço domestico, he fiel e mui carinhosa para crianças: huma parda optima cozinheira de forno e fogão, costureira, engommadeira, e para todo o serviço domestico, he perita; adverte-se que se alugará com huma filha de 12 annos: hum pardinho de 12 annos, bom pagem, comprador, bolêa muito bem, apezar da idade, he muito vivo e intelligente para comprar, etc.; e hum preto fiel e humilde, para todo o serviço grosseiro de huma casa: pertencem estes escravos a huma pessoa que se retira para fôra por algum tempo; trata se na rua do Ouvidor n. 122, a toda hora.",,,,,,,,,,,,,,,,
6182,14,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,aluguel,oferecendo serviço,1,,,,,,,,F,12,,,"Rua do Ouvidor, 122",,"ALUGÃO-SE, para casas respeitáveis, os seguintes escravos, affiançando-se as qualidades aqui annunciadas: huma parda ama de leite, com hum filho de 11 mezes, sabendo coser, cortar vestidos, pentear e pregar huma senhora, cozinhar, lavar e engommar, e todo o mais serviço domestico, he fiel e mui carinhosa para crianças: huma parda optima cozinheira de forno e fogão, costureira, engommadeira, e para todo o serviço domestico, he perita; adverte-se que se alugará com huma filha de 12 annos: hum pardinho de 12 annos, bom pagem, comprador, bolêa muito bem, apezar da idade, he muito vivo e intelligente para comprar, etc.; e hum preto fiel e humilde, para todo o serviço grosseiro de huma casa: pertencem estes escravos a huma pessoa que se retira para fôra por algum tempo; trata se na rua do Ouvidor n. 122, a toda hora.",,,,,,,,,,,,,,,,
6183,15,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,aluguel,oferecendo serviço,1,,,,,,,,M,12,pardo,,"Rua do Ouvidor, 122",,"ALUGÃO-SE, para casas respeitáveis, os seguintes escravos, affiançando-se as qualidades aqui annunciadas: huma parda ama de leite, com hum filho de 11 mezes, sabendo coser, cortar vestidos, pentear e pregar huma senhora, cozinhar, lavar e engommar, e todo o mais serviço domestico, he fiel e mui carinhosa para crianças: huma parda optima cozinheira de forno e fogão, costureira, engommadeira, e para todo o serviço domestico, he perita; adverte-se que se alugará com huma filha de 12 annos: hum pardinho de 12 annos, bom pagem, comprador, bolêa muito bem, apezar da idade, he muito vivo e intelligente para comprar, etc.; e hum preto fiel e humilde, para todo o serviço grosseiro de huma casa: pertencem estes escravos a huma pessoa que se retira para fôra por algum tempo; trata se na rua do Ouvidor n. 122, a toda hora.",,,,,,,,,,,,,,,,
6184,16,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,aluguel,oferecendo serviço,1,,,,,todo serviço,,,M,,preto,,"Rua do Ouvidor, 122",,"ALUGÃO-SE, para casas respeitáveis, os seguintes escravos, affiançando-se as qualidades aqui annunciadas: huma parda ama de leite, com hum filho de 11 mezes, sabendo coser, cortar vestidos, pentear e pregar huma senhora, cozinhar, lavar e engommar, e todo o mais serviço domestico, he fiel e mui carinhosa para crianças: huma parda optima cozinheira de forno e fogão, costureira, engommadeira, e para todo o serviço domestico, he perita; adverte-se que se alugará com huma filha de 12 annos: hum pardinho de 12 annos, bom pagem, comprador, bolêa muito bem, apezar da idade, he muito vivo e intelligente para comprar, etc.; e hum preto fiel e humilde, para todo o serviço grosseiro de huma casa: pertencem estes escravos a huma pessoa que se retira para fôra por algum tempo; trata se na rua do Ouvidor n. 122, a toda hora.",,,,,,,,,,,,,,,,
6185,17,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,14,parda,escrava,"Rua de São Pedro, 91",,"VENDE-SE huma pardinha muito clara e bonita, de 14 annos de idade, propria para mimo; na rua de S. Pedro n. 91.",,,,,,,,,,,,,,,,
6186,18,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,venda,oferecendo serviço,1,,,,,"lavadeira, cozinheira, engomadeira, costureira",,,F,,preta,escrava,"Rua do Cano, 215",,"VENDE-SE huma preta com huma cria de 2 annos, sabendo lavar bem, engommar, cozinhar e coser; na rua do Cano n. 215",,,,,,,,,,,,,,,,
6187,19,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua de São José, 15",,"Vende-se hum preto perfeito cozinheiro de forno e fogão, o qual se dá a contento sendo para casa conhecida; na rua de S. José n. 15, sobrado.",,,,,,,,,,,,,,,,
6188,20,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,venda,oferecendo serviço,1,,,,,boleeiro,,,M,,preto,escravo,"Rua das Laranjeiras, 16",,"VENDE-SE um preto boleeiro, de elegante figura, habit (...) a servir huma mesa, e sem vicios nem molestias; nas Laranjeiras, n. 16.",,,,,,,,,,,,,,,,
6189,21,Jornal do Commercio,88,3,http://memoria.bn.br/DocReader/364568_03/351,2-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta,escrava,"Rua da Valla, 87",,"VENDE-SE huma preta rapariga, com habilidades, com a condição de ser para fôra da província: na rua da Valla n. 87.",,,,,,,,,,,,,,,,
6190,22,Jornal do Commercio,88,4,http://memoria.bn.br/DocReader/364568_03/352,2-Apr-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua do Cano, 29",,"ALUGA-SE hum preto que sabe cozinhar com perfeição, na rua do Cano n. 29.",,,,,,,,,,,,,,,,
6191,23,Jornal do Commercio,88,4,http://memoria.bn.br/DocReader/364568_03/352,2-Apr-1840,fuga,"procurando serviço
",1,,,,,,Marcolino,,M,,crioulo,escravo,"Rua do Sacco do Alferes, casa 107",,"Fugio, no dia 30 do findo mez de março, hum escravo crioulo, de nome Marcolino; todo aquelle pedestre ou malsim que o pegar pode-o levar a seu senhor, que mora na rua Nova do Sacco do Alferes, casa n. 107, que receberá alviçaras: protesa o dito seu senhor na fórma da lei haver, de todo aquelle que lher couto ou o seduzir, os seus serviços eo mais que pela lei lhe fôr imposto.",,,,,,,,,,,,,,,,
6192,24,Jornal do Commercio,88,4,http://memoria.bn.br/DocReader/364568_03/352,2-Apr-1840,aluguel,oferecendo serviço,1,120,,,,"engomadeira, lavadeira, costureira",,,M,,parda,,"Rua do Parto, 101",,"ALUGA-SE huma pardinha sabendo bem coser, engommar, lavar e cozinhar, a qual tem a melhor conducta e intelligencia, o que se affiança; por 120 réis, pagos adiantados; na rua do Parto n. 101.",,,,,,,,,,,,,,,,
6193,25,Jornal do Commercio,88,4,http://memoria.bn.br/DocReader/364568_03/352,2-Apr-1840,aluguel,oferecendo serviço,1,,,,,todo serviço de casa,,,F,,preta,escrava,"Rua das Violas, 68",,ALUGA-SE huma preta que sabe fazer todo o serviço de huma casa: na rua das Violas n. 68.,,,,,,,,,,,,,,,,
6194,26,Jornal do Commercio,89,3,http://memoria.bn.br/DocReader/364568_03/355,3-Apr-1840,"venda
",oferecendo serviço,>1,,,Frederico Guilherme,M,,,,M/F,,,escravo,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME faz leilão, hoje quarta feira, ás 11 horas, na sua casa, rua do Ouvidor n. 84, de huma grande porção de escravos de ambos os sexos, entre os quais ha hum preto peritimo cozinheiro de forno, fogão e massas, faz doces de todas as qualidades, e he affiançado sem vicios nenhuns: hum dito excellente official de boleeiro; hum dito sem vicios nenhuns, de bonita figura, com principio de official de sapateiro, e muito proprio para o serviço de casa, o qual não se vende senão por se precisar do seu importe; lavadeiras, engommadeiras, costureiras, mocambas, pretos e pretas de roça, moleques e negrinhas, etc. , etc; os quais serão vendidos, como de costume, com condições de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,,,,
6195,27,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,compra,procurando serviço,1,,,,,,,,F,,preta,escrava,"Rua do Rosário, 70",,"COMPRA-SE huma preta, mocamba recolhida, que saiba perfeitamente engommar, ensaboar e cozinhar, porém quer-se de alguma família que se retire, e não de negociante: quem a tiver dirija-se á rua do Rosário n. 70.",,,,,,,,,,,,,,,,
6196,28,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,pedreiro,,,M,,pardo,escravo,"Rua do Sabão, 67",,"VENDE-SE hum pardo official de pedereiro, hum dito alfaiate, hum moleque cozinheiro, huma preta que cozinha e lava; na rua do Sabão n. 67.",,,,,,,,,,,,,,,,
6197,29,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,alfaiate,,,M,,,escravo,"Rua do Sabão, 67",,"VENDE-SE hum pardo official de pedereiro, hum dito alfaiate, hum moleque cozinheiro, huma preta que cozinha e lava; na rua do Sabão n. 67.",,,,,,,,,,,,,,,,
6198,30,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,,escravo,"Rua do Sabão, 67",,"VENDE-SE hum pardo official de pedereiro, hum dito alfaiate, hum moleque cozinheiro, huma preta que cozinha e lava; na rua do Sabão n. 67.",,,,,,,,,,,,,,,,
6199,31,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira",,,F,,preta,escrava,"Rua do Sabão, 67",,"VENDE-SE hum pardo official de pedereiro, hum dito alfaiate, hum moleque cozinheiro, huma preta que cozinha e lava; na rua do Sabão n. 67.",,,,,,,,,,,,,,,,
6200,32,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,aluguel,oferecendo serviço,1,,,,,,,,M,,preta,,"Rua das Violas, 68",,"ALUGA-SE huma boa preta para portas a dentro, que sabe fazer todo o serviço de huma casa; na rua das Violas n. 68.",,,,,,,,,,,,,,,,
6201,33,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,"cozinheira, engomadeira, costureira",,,F,,preta,escrava,"Rua da Valla, 89",,"VENDE-SE, na rua da Valla n. 89, huma linda preta moça, que cose e engomma com perfeição, por preço commodo.",,,,,,,,,,,,,,,,
