Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave color,slave status,Location,Location City,Ad Transcription,Observations,,,,,,,,,,,,
437,Jornal do Commercio,21,4,http://memoria.bn.br/docreader/364568_03/84,24-Jan-1840,venda,oferecendo serviço,12,,,,,roceiros,,,M/F,,,escravos,"Rua dos Ourives, 223",,"VENDEM-SE doze moleques de ambos os sexos, bonitos e sabendo de roça; na rua dos Ourives n. 223.",,,,,,,,,,,,,
438,Jornal do Commercio,21,4,http://memoria.bn.br/docreader/364568_03/84,24-Jan-1840,venda,oferecendo serviço,1,,,,,"serrador, chacareiro, remador",,,M,,preto,escravo,"Rua dos Ourives, 17",,"VENDE-SE hum preto reforçado, bom serrapor, chacareiro e remador, sem vicio sem molestia; na rua dos Ourives n. 17",,,,,,,,,,,,,
439,Jornal do Commercio,21,4,http://memoria.bn.br/docreader/364568_03/84,24-Jan-1840,venda,oferecendo serviço,>1,,,,,,,,M/F,,,escravos,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME fará leilão, no dia sabbado 25 do corrente, na sua casa, de huma grande porção de escravos de ambos os sexos, com varios officios, os quaes serão todos arrematados com condição de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,
440,Jornal do Commercio,21,4,http://memoria.bn.br/docreader/364568_03/84,24-Jan-1840,venda,oferecendo serviço,1,,,,,,,,F,40,preta,escrava,"Rua do Ouvidor, 75",,"VENDE-SE, na rua do Ouvidor n. 75, huma preta que terá alguns 40 annos, e por motivos que se dirá ao comprador, e dá-se em conta.",,,,,,,,,,,,,
441,Jornal do Commercio,21,4,http://memoria.bn.br/docreader/364568_03/84,24-Jan-1840,venda,oferecendo serviço,>1,,,,,,,,M/F,,,escravos,Confeitaria de Niterói,Niteroi,"VENDEM-SE, na confeitaria de Nitherohy, escravos de ambos os sexos, com officios e sem elles.",,,,,,,,,,,,,
442,Jornal do Commercio,21,4,http://memoria.bn.br/docreader/364568_03/84,24-Jan-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua da Alfândega, 293",,"VENDE-SE hum preto cozinheiro de forno e fogão, e hum bonito moleque de 14 a 15 annos, muito lindo pagem; na rua da Alfândega n. 293.",,,,,,,,,,,,,
443,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,aluguel,oferecendo serviço,1,,,,,"costureira, engomadeira",,,F,,preta,escrava,"Rua da Conceição, 151",,"ALUGA-SE, na rua da Conceição n. 151, para casa capas, huma preta perfeita costureira, que engomma, he muito carinhosa para crianças e não sahe a rua.",,,,,,,,,,,,,
444,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,aluguel,procurando serviço,1,,,,,"lavadeira, engomadeira",,,F,,preta,escrava,"Rua Direita, 14",,"PRECISA-SE alugar huma preta que saiba lavar e engommar; dirigir-se à rua Direita n. 14, para tratar.",,,,,,,,,,,,,
445,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,aluguel,oferecendo serviço,>1,,,,,mocambas,,,F,,pretas,escravas,"Rua da Cadeia, 54",,"ALUGÃO-SE pretas mocambas; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,
446,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,aluguel,procurando serviço,1,,,,,serviços domésticos,,,M,,preto,escravo,"Rua Direita, 34",,"PRECISA-SE alugar hum preto para o serviço de casa, na rua Direita n. 34.",,,,,,,,,,,,,
447,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua da Quitanda, 12",,"PRECISA-SE alugar hum preto para todo o serviço, na rua da Quitanda n. 12.",,,,,,,,,,,,,
448,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,compra,procurando serviço,1,,,,,boleeiro,,,M,,preto,escravo,"Rua do Ouvidor, 27 A",,"COMPRA-SE hum preto bom boleeiro, e outro hortelão e quitandeiro, que não tenhão vicios nem molestias; na rua do Ouvidor n. 27 A.",,,,,,,,,,,,,
449,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,compra,procurando serviço,>1,,,,,,,,M/F,,,escravos,"Rua da Cadeia, 98",,"COMPRÃO-SE escravos e escravas, com prendas e sem ellas, para huma encommenda; na rua da Cadêa n. 98.",,,,,,,,,,,,,
450,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,compra,procurando serviço,1,,,,,"hortelão, quitandeiro",,,M,,preto,escravo,"Rua do Ouvidor, 27 A",,"COMPRA-SE hum preto bom boleeiro, e outro hortelão e quitandeiro, que não tenhão vicios nem molestias; na rua do Ouvidor n. 27 A.",,,,,,,,,,,,,
451,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,fuga,,1,,,,,alfaiate,Fillipe,,M,17,pardo,escravo,"Rua de S. Joaquim, 14",,"FUGIO hum pardo por nome Filippe (que costuma mudar de nome), alfaiate, de 17 annos, ainda sem barba, mas com algum buço; olha meio vesgo, e he sonso. Este pardo na ultima fugida deu-se por forro e sentou praça na artilharia da marinha com o nome de José Lourenço; quem o apprehender dirija-se a rua de S. Joaquim n. 14, de manhãa até as 10 horas, e de tarde das 2 as 5.",,,,,,,,,,,,,
452,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,fuga,,1,,,,,sapateiro,,,M,,pardo,escravo,"Rua da Lapa, 79",,"FUGIO, no dia 9 do corrente, hum pardo bastante trigueiro, estatura pouco mais que ordinaria, olhos grande, nariz chato, pouca barba, bastante gago, e tendo as mãos calejadas do officio de sapateiro; quem o apprehender, ou der noticias, pode dirigir-se à rua da Lapa n. 79, que será bem recompensado.",,,,,,,,,,,,,
453,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,fuga,,1,,,,,,Francisco,Benguela,M,,preto,escravo,"Rua do Ouvidor, 154",,"Fugio, da padaria franceza da rua do Ouvidor n. 154, hum preto de nome Francisco, nação Benguela, com os signaes seguintes: baixo, a boca meio torta, e tendo hum brinco em huma orelha; quem o apprehender  e trouxer à rua acima receberá gratificação.",,,,,,,,,,,,,
454,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,1,,,,,ama de leite,,,F,,,escrava,"Rua de S. José, 77",,"VENDE-SE huma vistosa ama, prendada, com muito e bom leite, parida de 3 mezes; na rua de S. José n. 77, 1º andar.",,,,,,,,,,,,,
455,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,>1,,,,,ama de leite/indefinido,,,F/indefinido,,,escrava,"Rua Nova do Ouvidor, 4",,"VENDE-SE huma ama de leite prendada, com filhos; dous cozinheiros, hum preto carreiro de pouco dinheiro, e hum crioulo de 8 a 9 annos; na rua nova do Ouvidor n. 4.",,,,,,,,,,,,,
456,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,1,,,,,carreiro,,,M,,preto,escravo,"Rua Nova do Ouvidor, 4",,"VENDE-SE huma ama de leite prendada, com filhos; dous cozinheiros, hum preto carreiro de pouco dinheiro, e hum crioulo de 8 a 9 annos; na rua nova do Ouvidor n. 4.",,,,,,,,,,,,,
457,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,1,380$000,,,,costureira,,,F,,negra,escrava,"Rua de São Pedro da Cidade Nova, 52",,"VENDE-SE, pelo modico preço de 380$ rs., huma negrinha muito bonita, que cose muito bem e he sem molestia sem vicio algum; na rua de S. Pedro da Cidade Nova n. 52.",,,,,,,,,,,,,
458,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,1,,,,,oficial de alfaiate,,,M,18,,escravo,"Rua de São Pedro, 168",,"VENDE-SE hum moleque de 18 a 20 annos de idade, de bonita figura, official de alfaiate; vende-se por precisão: quem o pretender dirija-se arua de S. Pedro n. 168.",,,,,,,,,,,,,
459,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,1,,,,,oficial de ferreiro,,,M,24,preto,escravo,"Rua da Cadeia, 54",,"VENDE-SE hum preto de 24 annos, perfeito official de ferreiro de toda a obra de roça e engenho, para o que se deixa examinar; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,
460,Jornal do Commercio,22,3,http://memoria.bn.br/docreader/364568_03/87,25-Jan-1840,venda,oferecendo serviço,>1,,,Frederico Guilherme,M,"roceiros, cozinheiros, lavadeiras, engommadeiras, costureiras, mocambas",,,M/F,,,escravos,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME faz leilão hoje, às 11 horas, na sua casa, rua do Ouvidor n. 84, de huma grande porção de escravos de ambos os sexos, com varios officios; pretos e pretas de roça, cozinheiros de ambos os sexos, lavadeiras, engommadeiras, costureiras, mocambas, etc., etc.; e muitos outros, os quaes serão todos arrematadoscom condição de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,
461,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,1,,,,,,,Crioulo,M,8,,escravo,"Rua Nova do Ouvidor, 4",,"VENDE-SE huma ama de leite prendada, com filhos; dous cozinheiros, hum preto carreiro de pouco dinheiro, e hum crioulo de 8 a 9 annos; na rua nova do Ouvidor n. 4.",,,,,,,,,,,,,
462,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,1,280$000,,,,,,,M,,pretos,escravo,"Rua da Cadeia, 98",,"VENDE-SE hum preto de idade regular, para todo o serviço, sem vicios nem molestia, o qual dá-se por 280$ rs.; na rua da Cadêa n. 98.",,,,,,,,,,,,,
463,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,3,,,,,,,,F,12,negra,escrava,"Rua da Cadeia, 98",,"VENDE-SE huma negrinha de 12 a 13 annos, e dous bonitos pretos bastante altos e reforçados;na rua da Cadêa n. 98.",,,,,,,,,,,,,
464,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,2,,,,,,,,M,,pretos,escravos,"Rua da Cadeia, 98",,"VENDE-SE huma negrinha de 12 a 13 annos, e dous bonitos pretos bastante altos e reforçados;na rua da Cadêa n. 98.",,,,,,,,,,,,,
465,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,>1,,,,,,,,M/F,,,escravos,Confeitaria de Niterói,Niteroi,"VENDEM-SE, na confeitaria de Nitherohy, escravos de ambos os sexos, com officios e sem elles.",,,,,,,,,,,,,
466,Jornal do Commercio,22,4,http://memoria.bn.br/docreader/364568_03/88,25-Jan-1840,venda,oferecendo serviço,2,,,,,cozinheiros,,,M,,,escravos,"Rua Nova do Ouvidor, 4",,"VENDE-SE huma ama de leite prendada, com filhos; dous cozinheiros, hum preto carreiro de pouco dinheiro, e hum crioulo de 8 a 9 annos; na rua nova do Ouvidor n. 4.",,,,,,,,,,,,,
467,Jornal do Commercio,23,3,http://memoria.bn.br/docreader/364568_03/91,26-Jan-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,18 a 20 anos,escravo,"Rua do Sabão, 37 A",,"VENDE-SE hum moleque de 18 a 20 annos de idade, com principio de cozinheiro, sem vicio nem molestia alguma, na rua do Sabão n. 37 A.",,,,,,,,,,,,,
468,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,parda,escrava,"Largo do Machado, 13",,"ALUGA-SE huma boa ama de leite, de côr parda; no largo do Machado, n. 13.",,,,,,,,,,,,,
469,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,aluguel,oferecendo serviço,1,,,,,"cozinheiro, serviços domésticos",,,M,,preto,escravo,"Rua da Alfândega, 138",,"QUEM quizer alugar hum preto cozinheiro, e para o mais serviço de huma casa; procure na rua d'Alfândega, n. 138.",,,,,,,,,,,,,
470,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,aluguel,procurando serviço,1,,,,,"lavadeira, engomadeira",,,F,,preta,escrava,"Rua Direita, 14",,"PRECISA-SE alugar huma preta que saiba lavar e engommar; dirigir-se à rua Direita n. 14, para tratar.",,,,,,,,,,,,,
471,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,aluguel,oferecendo serviço,2,10$000 ,month,,,serviços domésticos,,,F,,pretas,escravas,"Rua das Flores, 80",,"ALUGÃO-SE, na rua das Flores n. 80, duas pretas para todo o serviço de huma casa, por 10$000 rs. pagos adiantados.",,,,,,,,,,,,,
472,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,aluguel,oferecendo serviço,1,,,,,serviços domésticos,,,F,,preta,escrava,"Rua do Rosário, 64",,"QUEM precisar de huma preta nova muito boa doceira, e que sabe bem de todo o arranjo de huma casa, por muito commodo preço, dirija-se à rua do Rosário n. 64, para tratar.",,,,,,,,,,,,,
473,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua da Quitanda, 12",,"PRECISA-SE alugar hum preto para todo o serviço, na rua da Quitanda n. 12.",,,,,,,,,,,,,
474,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,compra,procurando serviço,1,,,,,ama de leite,,,F,,,escrava,"Rua da Misericórdia, 69",,"COMPRÃO-SE alguns pretos e pretas, velhos e de meia idade, para apanharem café; hum preto cozinheiro, huma mocamba e huma ama de leite: na rua da Misericórdia n. 69.",,,,,,,,,,,,,
475,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,compra,procurando serviço,>1,,,,,apanhadores de café,,,M/F,,pretos,escravos,"Rua da Misericórdia, 69",,"COMPRÃO-SE alguns pretos e pretas, velhos e de meia idade, para apanharem café; hum preto cozinheiro, huma mocamba e huma ama de leite: na rua da Misericórdia n. 69.",,,,,,,,,,,,,
476,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,compra,procurando serviço,3,,,,,marinheiros,,,M,,pretos,escravos,"Rua de S. José, 77",,"PRECISA-SE comprar tres pretos que sejão perfeitos marinheiros; na rua de S. José n. 77, 1º andar.",,,,,,,,,,,,,
477,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,compra,procurando serviço,1,,,,,mocamba,,,F,,,escrava,"Rua da Misericórdia, 69",,"COMPRÃO-SE alguns pretos e pretas, velhos e de meia idade, para apanharem café; hum preto cozinheiro, huma mocamba e huma ama de leite: na rua da Misericórdia n. 69.",,,,,,,,,,,,,
478,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,compra,procurando serviço,1,,,,,cozinheiro,,,,,preto,escravo,"Rua da Misericórdia, 69",,"COMPRÃO-SE alguns pretos e pretas, velhos e de meia idade, para apanharem café; hum preto cozinheiro, huma mocamba e huma ama de leite: na rua da Misericórdia n. 69.",,,,,,,,,,,,,
479,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,fuga,,1,,,,,,Bento,,M,,preto,escravo,"Rua dos Ourives, padaria francesa",,"Fugio, no dia 19 do corrente mez, hum preto por nome Bento, indo a vender pão, o qual levou o cesto e manta, dous encerados, cinco saccos e hum capote, e tem os signaes seguintes: cara gorda, barrigudo, baixo, e tem o costume de metter a cabeça entre os ombros; levou calças e camisa de algodão velhas: portanto, previne-se aos Srs. capitães do mato que tenhão toda a vigilancia em o apprehender e levar à rua dos Ourives, padaria franceza, que receberao alviçaras.",,,,,,,,,,,,,
480,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,2,,,,,alfaiate,,,M,,pardo,escravo,"Rua de São Pedro, 91",,"VENDE-SE hum preto barbeiro e sangrador, e hum pardo alfaiate; na rua de S. Pedro n. 91.",,,,,,,,,,,,,
481,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,"ama de leite, mocamba, costureira, engomadeira, cozinheira, lavadeira",,,F,16,,escrava,"Rua do Lavradio, 23",,"VENDE-SE huma ama de leite com cria ou sem ella, mocamba recolhida, de 16 annos, cose, engomma, cozinha e lava, he de muito boa conducta, e muito carinhosa para crianças, e se da emconta: na rua dos Lavradio n. 23.",,,,,,,,,,,,,
482,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,carpinteiro,,Nação,M,,,escravo,"Rua do Resende, 53",,"VENDE-SE, na rua do Rezende n. 53, hum moleque de nação, muito adiantado no officio de carpinteiro.",,,,,,,,,,,,,
483,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira",,,F,13,negra,escrava,"Rua do Senhor dos Passos, 182",,"VENDE-SE, por precisão, hum preto cozinheiro de forno e fogão, e huma negrinha de 13 a 14 annos, com principio de costura e de engommar; na rua do Senhor dos Passos n. 182.",,,,,,,,,,,,,
484,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira, lavadeira, cozinheira, mocamba",,,F,17,,escrava,"Rua da Alfândega, 295",,"VENDE-SE huma bonita rapariga de 17 a 18 annos, que cose, engomma, lava, cozinha, e faz todo o mais serviço que he dado a huma mocamba; na rua da Alfândega n. 295.",,,,,,,,,,,,,
485,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua do Senhor dos Passos, 182",,"VENDE-SE, por precisão, hum preto cozinheiro de forno e fogão, e huma negrinha de 13 a 14 annos, com principio de costura e de engommar; na rua do Senhor dos Passos n. 182.",,,,,,,,,,,,,
486,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,oficial de canteiro,,,M,,preto,escravo,"Rua Nova do Livramento, 23",,"VENDE-SE, na rua nova do Livramento n. 23, hum preto peritimo official de canteiro, o mais perfeito que pode haver neste officio; a razão de sua venda se dirá ao seu comprador.",,,,,,,,,,,,,
487,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,pajem ou ofício,,,M,15,,escravo,"Rua da Alfândega, 293",,"VENDE-SE hum bonito moleque de 15 a 16 annos, proprio para pagem ou officio, o qual se dá a contento; na rua da Alfândega n. 293.",,,,,,,,,,,,,
488,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,"serrador, chacareiro",,,M,,preto,escravo,"Rua dos Ourives, 17",,"VENDE-SE, por precisão, hum preto serrador e chacareiro, sem vicios; na rua dos Ourives n. 17.",,,,,,,,,,,,,
489,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,serviços domésticos,,,F,20,preta,escrava,"Ilha da Cobras, Casa das galeotas",,"VENDE-SE huma preta reforçada, de idade 20 annos, propria para todo o serviço de huma casa, sem vicios; quem a pretender dirija-se à Ilha das Cobras, casa das galeotas, que a vista se lhe dirá o motivo da venda.",,,,,,,,,,,,,
490,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,>1,,,,,,,,M/F,,,escravos,Confeitaria de Niterói,Niteroi,"VENDEM-SE, na confeitaria de Nitherohy, escravos de ambos os sexos, com officios e sem elles.",,,,,,,,,,,,,
491,Jornal do Commercio,24,4,http://memoria.bn.br/docreader/364568_03/96,27-Jan-1840,venda,oferecendo serviço,1,,,,,"barbeiro, sangrador",,,M,,preto,escravo,"Rua de São Pedro, 91",,"VENDE-SE hum preto barbeiro e sangrador, e hum pardo alfaiate; na rua de S. Pedro n. 91.",,,,,,,,,,,,,
492,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua das Marrecas, 29",,"ALUGA-SE huma preta para ama de leite, prendada e carinhosa; na rua das Marrecas n. 29.",,,,,,,,,,,,,
493,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,23,preta,escrava,"Rua dos Ferradores, 297",,"ALUGA-SE huma preta de 23 annos, para ama, com muito e bom leite; na rua dos Ferradores, casa n. 297.",,,,,,,,,,,,,
494,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua Direita, 20",,NA RUA Direita n. 20 aluga-se hum preto bom cozinheiro.,,,,,,,,,,,,,
495,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, costureira, cozinheira, serviços domésticos",,,F,,parda,livre,,,"ALUGA-SE, para casa de familia capaz, huma parda livre, que sabe lavar, coser e cozinhar perfeitamente, e todo o mais serviço de portas a dentro, dando fiador à sua conducta. Quem de seu prestimo se queira utilisar annuncie por este jornal para ser procurado.",,,,,,,,,,,,,
496,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,aluguel,procurando serviço,1,,,,,"lavadeira, engomadeira",,,F,,preta,escrava,"Rua Direita, 14",,"PRECISA-SE alugar huma preta que saiba lavar e engommar; dirigir-se à rua Direita n. 14, para tratar.",,,,,,,,,,,,,
497,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua da Quitanda, 12",,"PRECISA-SE alugar hum preto para todo o serviço, na rua da Quitanda n. 12.",,,,,,,,,,,,,
498,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,fuga,,1,,,,,oficial de alfaiate,Filippe,,M,,pardo,escravo,"Rua de S. Joaquim, 14",,"DESAPPARECEU hum pardo, por nome Filippe, official, ainda não perfeito, de alfaiate, de estatura ordinaria, baixo, sonso, olha hum pouco vesgo, costuma mudar de nome:  ha pouco foi sentar praça na artilharia da marinha com o nome de José Lourenço, e agora quiz matricular-se como marujo na sumaca Conceição e Caridade, que navega para Campos. Protesta-se contra quem o acoutar, e quem o levar à casa da rua estreita de S. Joaquim n. 14, receberá a recompensa.",,,,,,,,,,,,,
499,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,fuga,,1,,,,,,João,Moçambique,M,17,,escravo,"Rua Direita, 157",,"Fugio no dia 23 do corrente, de manhãa, da casa da rua Direita n. 157, hum moleque de nome João, nação Moçambique, que mostra ter 17 annos, he cego do olho direito, e levou 2$ rs. em notas, que ia trocar; julga-se que fosse desencaminhado, e consta ter andado ou passado na rua dos Latoeiros. Quem o levar à casa acima será recompensado do seu trabalho.",,,,,,,,,,,,,
500,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,fuga,,1,,,,,,Adão,Angola,M,16,preto,escravo,"Rua do Carmo, 49",,"Fugio, no dia 26 do corrente, às 8 horas da noite, da cidade de Nitherohy, hum preto por nome Adão, de idade de 16 a 18 annos, nação Angola, com os signaes seguintes: beiço cahido, pernas arqueadas; levou vestido calça e jaqueta branca, hum lenço com roupa e chapéo preto. Quem o apprehender ou der noticia dirija-se à rua do Carmo n. 49, que recebrá boas alviçaras.",,,,,,,,,,,,,
501,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,fuga,,1,,,,,,Rosa,Cabinda,F,,negra,escrava,"Rua do Rosário, 51 ou Rua das Violas, 103",,"Fugio, ou foi seduzida, da rua das Violas n. 103, no dia 22 do corrente, das 6 para as 7 horas da noite, huma negrinha de nome Rosa, nação Cabinda, com os signaes seguintes: vestido de riscadinho xadrez miudo azul; com hum signal no braço direito que parece de ferradura, bichas de ouro com corações azues, testa alta e bonita figura; fugio com hum lenço amarello já usado, barriga alta, que parece estar pejada de dous mezes, e rosto comprido. quem della der noticia, ou aprehendê-la, terá 100$ réis de gratificação, e dirijá-se à rua do Rosário n. 51, ou ao numero acima.",,,,,,,,,,,,,
502,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,fuga,,1,,,,,,Maria,Caçange,F,13,negra,escrava,"Rua da Prainha, 92",,"Desappareceu, no dia 26 do corrente, pela huma hora da tarde, da rua da Prainha n. 92, huma negrinha de nome Maria, de nação Caçange, idade 13 a 14 annos pouco mais ou menos, baixa, beiços grossos, nariz chato, e alguma cousa reforçada do corpo; levou vestido de riscado azul, avental de lila preta, e contas encarnadas no pescoço; quem da mesma der noticias na dita casa acima será recompensado.",,,,,,,,,,,,,
503,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,fuga,,1,,,José Dias Lavrador,M,,Francisco,Uruguai,M,,preto fulo,escravo,"Rua das Violas, 2",,"Fugio, a Antonio José Dias Lavrador, na ocasião de sua sahida, hum preto de nome Francisco, o qual ainda pouco falla o idioma portuguez, por ser filho de Montevidéo; por isso roga-se a qualuqer Sr. capitão de navio que não o receba a bordo; sendo bastante corpulento, de cor fula, e levou calças, jaqueta e camisa branca: quem delle souber queira noticiar na rua das Violas n. 2, que será gratificado quando exija.",,,,,,,,,,,,,
504,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda,oferecendo serviço,2,,,,,alfaiates,,,M,,pretos,escravos,"Rua de São Pedro, 91",,VENDEM-SE dous pretos alfaiates; na rua de S. Pedro n. 91.,,,,,,,,,,,,,
505,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda,oferecendo serviço,2,,,,,ama de leite/indefinido,,,F/indefinido,,,escrava,"Rua do Sabão, 67",,VENDE-SE huma ama de leite com cria; na rua do Sabão n. 67.,,,,,,,,,,,,,
506,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda,oferecendo serviço,1,,,,,costureira,,,F,12,negra,escrava,"Rua do Carmo, 41",,"VENDE-SE, na rua do Carmo n. 41, huma preta reforçada, de 20 a 24 annos, boa lavadeira e cozinheira; dá-se por 330$ rs.; ha mais huma negrinha de 12 annos, muito bonita e boa para costura.",,,,,,,,,,,,,
